brand,model,price,year,mileage,city,transmission_type,color,fuel,date
Skoda,Kodiaq,3200000,2025,100,الإسكندرية,أتوماتيك,فيراني,بنزين,2025-04-07
MG,ZS,875000,2023,54000,الزمالك,أتوماتيك,أسود,بنزين,2025-04-07
Jac,J7,1050000,2024,5500,الشروق,أتوماتيك,فيراني,بنزين,2025-04-07
Skoda,Octavia A7,1030000,2016,185000,المنصورة,أتوماتيك,أبيض,بنزين,2025-04-07
Skoda,Octavia A4,400000,2002,171000,الإسماعيلية,أتوماتيك,أسود,بنزين,2025-04-07
Nissan,Qashqai,850000,2017,129000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-07
Honda,City,660000,2013,219000,العبور,أتوماتيك,احمر غامق,بنزين,2025-04-07
Hyundai,Elantra,470000,2009,197000,حدائق الاهرام,أتوماتيك,فضي,بنزين,2025-04-07
Chevrolet,Optra,350000,2006,250000,منيا القمح,أتوماتيك,زيتوني,بنزين,2025-04-07
Kia,Xceed,1175000,2022,112000,القاهرة,أتوماتيك,أزرق,بنزين,2025-04-03
Peugeot,307,435000,2007,140000,الجيزة,أتوماتيك,أسود,بنزين,2025-04-07
Mitsubishi,Lancer Puma,450000,2007,240000,قنا,أتوماتيك,فضي,بنزين,2025-04-07
Chery,Tiggo 8,1060000,2024,16000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-07
Chevrolet,Lanos,300000,2011,200000,البحر الأحمر,مانيوال,فضي,بنزين,2025-04-07
Toyota,Corolla,1425000,2024,16000,مدينة نصر,أتوماتيك,أسود,بنزين,2025-02-24
Toyota,Corolla,910000,2017,107000,الإسكندرية,أتوماتيك,أسود,بنزين,2025-04-07
Renault,Duster,880000,2020,107000,مدينة نصر,أتوماتيك,الأزرق الداكن,بنزين,2025-03-22
Subaru,XV,1270000,2019,112000,6 أكتوبر,أتوماتيك,أزرق,بنزين,2025-04-07
Peugeot,508,750000,2015,130000,التجمع - القاهرة الجديدة,أتوماتيك,أبيض,بنزين,2025-04-07
MG,5,650000,2022,160000,6 أكتوبر,أتوماتيك,أبيض,بنزين,2025-04-07
Hyundai,Accent RB,600000,2017,160000,6 أكتوبر,أتوماتيك,أسود,بنزين,2025-04-07
Skoda,Octavia A5,540000,2008,300000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-07
Chevrolet,Optra,520000,2018,75000,أسيوط,أتوماتيك,الأزرق الداكن,بنزين,2025-04-07
Fiat,Regata,90000,1984,200000,طنطا,مانيوال,فضي,بنزين,2025-04-07
Byd,F3,300000,2015,190000,القاهرة,مانيوال,أبيض,بنزين,2025-04-07
Hyundai,Accent,395000,2010,170000,مصر الجديدة,أتوماتيك,ذهبي,بنزين,2025-04-07
Ford,Fusion,895000,2015,205000,مصر الجديدة,أتوماتيك,فضي,بنزين,2025-02-20
Toyota,Fortuner,3200000,2021,90000,مصر الجديدة,أتوماتيك,أبيض,بنزين,2025-02-16
Daihatsu,Terios,320000,2000,190000,مصر الجديدة,أتوماتيك,فضي,بنزين,2025-02-27
Mercedes,C 300,1200000,2008,115000,مصر الجديدة,أتوماتيك,احمر غامق,بنزين,2025-04-07
Jeep,Grand Cherokee,1200000,2011,250000,مصر الجديدة,أتوماتيك,أسود,بنزين,2025-04-07
Opel,Astra,315000,2000,130000,مصر الجديدة,مانيوال,فضي,بنزين,2025-04-07
Jeep,Wrangler,1350000,2013,200000,مصر الجديدة,أتوماتيك,أزرق,بنزين,2025-03-20
Hyundai,Accent,440000,2010,170000,مصر الجديدة,أتوماتيك,أسود,بنزين,2025-04-06
BMW,X1,1220000,2015,160000,مصر الجديدة,أتوماتيك,فضي,بنزين,2025-04-06
Isuzu,D max,2250000,2024,25000,مصر الجديدة,أتوماتيك,أبيض,بنزين,2025-03-22
Renault,Duster,790000,2019,93000,مصر الجديدة,أتوماتيك,أبيض,بنزين,2025-04-06
Renault,Kadjar,930000,2019,110000,القاهرة,أتوماتيك,أزرق,بنزين,2025-04-07
Nissan,Sentra,575000,2016,165000,المعادى,أتوماتيك,احمر,بنزين,2025-04-07
Renault,Captur,720000,2017,230000,بنها,أتوماتيك,الأزرق الداكن,بنزين,2025-04-07
Chevrolet,Aveo,370000,2007,52000,الهرم,مانيوال,احمر غامق,بنزين,2025-04-07
Mitsubishi,Lancer EX Shark,635000,2016,103000,6 أكتوبر,أتوماتيك,احمر,بنزين,2025-04-07
Jac,J7,950000,2022,90000,القاهرة,أتوماتيك,احمر,بنزين,2025-04-07
Chery,Tiggo 7,910000,2023,17000,الفيوم,أتوماتيك,فضي,بنزين,2025-04-07
Renault,Duster,600000,2015,180000,القاهرة,مانيوال,أسود,بنزين,2025-04-07
Renault,Logan,390000,2016,180000,مدينة نصر,مانيوال,احمر,بنزين,2025-04-07
Geely,Emgrand 7,280000,2014,229000,6 أكتوبر,مانيوال,أسود,بنزين,2025-04-07
Renault,Symbol,250000,2010,96000,العجمى,أتوماتيك,فضي,بنزين,2025-04-07
Nissan,Sunny,480000,2012,120000,القاهرة,أتوماتيك,فيراني,بنزين,2025-04-07
Daewoo,Lanos,260000,1999,190000,شبرا,مانيوال,احمر,بنزين,2025-04-07
Hyundai,Elantra AD,830000,2020,135000,مصر الجديدة,أتوماتيك,أزرق,بنزين,2025-04-07
Chevrolet,Cruze,520000,2015,130000,العاشر من رمضان,أتوماتيك,أسود,بنزين,2025-04-07
Mercedes,C 180,1200000,2013,262000,القاهرة,أتوماتيك,أبيض,بنزين,2025-03-24
Kia,K3,800000,2014,150000,الغربية,أتوماتيك,أبيض,بنزين,2025-04-07
Skoda,Favorit,75000,1994,300000,الجيزة,مانيوال,احمر,بنزين,2025-04-07
Opel,Corsa,180000,1998,200000,كفر الشيخ,مانيوال,ذهبي,بنزين,2025-04-07
Chevrolet,Aveo,530000,2017,8000,دمياط,أتوماتيك,الأزرق الداكن,بنزين,2025-04-07
Geely,Pandino,230000,2014,130000,مدينة الشيخ زايد,مانيوال,أسود,بنزين,2025-04-07
Renault,Duster,850000,2020,87000,الهرم,أتوماتيك,أزرق,بنزين,2025-04-07
BMW,525,900000,2006,210000,التجمع - القاهرة الجديدة,أتوماتيك,أسود,بنزين,2025-04-07
Toyota,Corolla Cross,1050000,2020,220000,كفر الدوار,أتوماتيك,أبيض,بنزين,2025-04-07
Mercedes,230,350000,1985,200000,المعادى,أتوماتيك,سماوى,بنزين,2025-04-07
Kia,Rio,295000,2004,240000,الإسكندرية,أتوماتيك,بترولي,بنزين,2025-04-07
Hyundai,Accent RB,865000,2025,2000,القاهرة,أتوماتيك,احمر,بنزين,2025-04-03
Mitsubishi,Lancer,425000,2001,140000,القاهرة,مانيوال,فضي,بنزين,2025-04-06
Skoda,Octavia A4,365000,1998,100000,6 أكتوبر,أتوماتيك,زيتوني,بنزين,2025-04-07
Nissan,Sunny,400000,2010,194000,6 أكتوبر,أتوماتيك,ذهبي,بنزين,2025-04-07
Kia,Spectra,300000,2001,290000,المنيا,مانيوال,فضي,بنزين,2025-04-07
Toyota,Corolla,1200000,2022,23000,6 أكتوبر,أتوماتيك,فضي,بنزين,2025-04-07
BMW,320,1500000,2016,225000,العبور,أتوماتيك,أسود,بنزين,2025-04-07
Chevrolet,Optra,375000,2015,250000,الهرم,أتوماتيك,أسود,بنزين,2025-04-07
Hyundai,Excel,200000,1988,400000,القليوبية,مانيوال,أخضر,بنزين,2025-04-07
Skoda,Fantasia,650000,2010,190000,المعادى,أتوماتيك,أسود,بنزين,2025-04-07
Kia,Sportage,1650000,2020,103000,التجمع - القاهرة الجديدة,أتوماتيك,احمر غامق,بنزين,2025-04-07
Toyota,Corolla,720000,2012,135000,الهرم,أتوماتيك,رمادي,بنزين,2025-04-07
Kia,Carens,880000,2015,103000,القاهرة,أتوماتيك,بني,بنزين,2025-04-07
Volkswagen,Passat,975000,2017,198000,المقطم,أتوماتيك,أسود,بنزين,2025-04-07
Hyundai,Tucson,1950000,2024,22,الفيوم,مانيوال,أبيض,بنزين,2025-04-07
Volkswagen,Polo,300000,2004,226000,كفر الدوار,مانيوال,فضي,بنزين,2025-04-07
Mitsubishi,Lancer Puma,525000,2012,165000,الدقهلية,أتوماتيك,فضي,بنزين,2025-04-07
Fiat,Shahin,145000,2002,150000,السويس,مانيوال,احمر,بنزين,2025-04-07
Chery,Tiggo 3,360000,2013,230000,الإسكندرية,مانيوال,أسود,بنزين,2025-04-07
Renault,Logan,550000,2021,69000,الهرم,أتوماتيك,احمر غامق,بنزين,2025-04-07
Chery,Tiggo 3,525000,2018,130000,6 أكتوبر,أتوماتيك,احمر غامق,بنزين,2025-04-07
Renault,Logan,420000,2017,165000,الفيوم,أتوماتيك,أزرق,بنزين,2025-04-07
Renault,Sandero Step Way,420000,2015,91000,أسيوط,مانيوال,أزرق,بنزين,2025-04-07
Chevrolet,Pickup,510000,2011,18000,الإسكندرية,مانيوال,أبيض,ديزل,2025-04-07
Peugeot,3008,1050000,2019,265000,العاشر من رمضان,أتوماتيك,أبيض,بنزين,2025-04-07
Kia,Cerato,480000,2005,112000,طنطا,أتوماتيك,فضي,بنزين,2025-04-07
Nissan,Qashqai,850000,2017,136000,شبين الكوم,أتوماتيك,باذنجاني,بنزين,2025-04-07
Volkswagen,Tiguan,2150000,2024,4000,أشمون,أتوماتيك,رمادي,بنزين,2025-04-06
Daewoo,Lanos,240000,1999,330000,مدينة نصر,مانيوال,برتقالى,بنزين,2025-04-07
Chevrolet,Sprint,210000,1992,70000,المقطم,أتوماتيك,أزرق,بنزين,2025-02-18
Volkswagen,Passat,900000,2013,300000,6 أكتوبر,أتوماتيك,بترولي,بنزين,2025-04-07
Hyundai,Elantra CN7,1150000,2022,53000,مدينة نصر,أتوماتيك,اخضر غامق,بنزين,2025-04-07
Proton,Wira,320000,2006,100000,الغردقة,أتوماتيك,ذهبي,بنزين,2025-04-06
Chana,V101,175000,2009,97000,الجيزة,مانيوال,برونزي,بنزين,2025-04-06
Renault,Logan,350000,2011,99900,مصر الجديدة,مانيوال,احمر غامق,بنزين,2025-04-06
Volkswagen,Passat,730000,2008,230000,شيراتون,أتوماتيك,أسود,بنزين,2025-04-06
Chevrolet,Lanos,335000,2014,139000,بني سويف,مانيوال,سماوى,بنزين,2025-04-06
Toyota,Corolla,490000,2008,319000,مدينة نصر,مانيوال,احمر,بنزين,2025-04-06
Kia,Shuma,180000,1999,290000,الفيوم,مانيوال,أسود,بنزين,2025-04-06
Suzuki,Dzire,600000,2022,160000,6 أكتوبر,أتوماتيك,أزرق,بنزين,2025-04-06
Daewoo,Nubira 2,260000,2005,168000,مدينة نصر,أتوماتيك,سماوى,بنزين,2025-04-06
Hyundai,Verna,425000,2019,94000,المهندسين,مانيوال,فيراني,بنزين,2025-04-06
Renault,Logan,500000,2018,310000,6 أكتوبر,أتوماتيك,فضي,بنزين,2025-04-06
Mitsubishi,Xpander,1180000,2022,102000,السويس,أتوماتيك,احمر,بنزين,2025-04-06
Hyundai,Verna,325000,2009,171000,زفتى,مانيوال,سماوى,بنزين,2025-04-06
Byd,F3,175000,2011,130000,القليوبية,مانيوال,أبيض,بنزين,2025-04-06
Mitsubishi,Lancer EX Shark,650000,2015,144000,6 أكتوبر,أتوماتيك,احمر غامق,بنزين,2025-04-06
Volkswagen,Tiguan,2200000,2023,40000,التجمع - القاهرة الجديدة,أتوماتيك,أبيض,بنزين,2025-04-06
Mitsubishi,Lancer EX Shark,655000,2014,106000,طنطا,أتوماتيك,فضي,بنزين,2025-04-06
Renault,Captur,800000,2018,59000,الإسكندرية,أتوماتيك,بيج,بنزين,2025-04-06
Toyota,Hiace,775000,2010,160000,أسيوط,مانيوال,أبيض,ديزل,2025-04-06
Mitsubishi,Lancer Puma,410000,2006,189000,المنيا,أتوماتيك,فيراني,بنزين,2025-04-06
Kia,Carens,750000,2011,250000,المنصورة,أتوماتيك,أسود,بنزين,2025-04-06
Hyundai,Avante,1160000,2022,110000,القاهرة,أتوماتيك,أبيض,بنزين,2025-04-06
Nissan,Sunny,440000,2014,168000,الهرم,أتوماتيك,برونزي,بنزين,2025-04-06
Chery,Tiggo 3,530000,2017,218000,6 أكتوبر,أتوماتيك,رمادي,بنزين,2025-04-06
Hyundai,Verna,375000,2012,192000,دمياط,مانيوال,أسود,بنزين,2025-04-06
Chevrolet,Lanos,375000,2014,153000,حلوان,مانيوال,فضي,بنزين,2025-04-06
Hyundai,Elantra MD,550000,2012,205000,الشرقية,أتوماتيك,فيراني,بنزين,2025-04-06
Fiat,Siena,160000,2003,175000,المحلة,مانيوال,احمر,بنزين,2025-04-06
Peugeot,5008,1400000,2019,68000,القاهرة,أتوماتيك,أبيض,بنزين,2025-04-06
Mercedes,C 180,1580000,2012,81000,مصر الجديدة,أتوماتيك,أسود,بنزين,2025-04-06
Renault,Logan,650000,2022,48600,السويس,أتوماتيك,أسود,بنزين,2025-04-06
Fiat,Shahin,120000,1998,150000,الهرم,مانيوال,أخضر,بنزين,2025-04-06
Volkswagen,Passat,850000,2013,300000,المهندسين,أتوماتيك,زيتوني,بنزين,2025-04-06
Suzuki,Van,195000,2014,50000,6 أكتوبر,مانيوال,احمر غامق,بنزين,2025-04-06
Seat,Ibiza,920000,2021,56000,الإسكندرية,أتوماتيك,فضي,بنزين,2025-04-06
Peugeot,301,800000,2022,50000,الزمالك,أتوماتيك,فضي,بنزين,2025-04-06
Chevrolet,T-Series,500000,2012,10000,طنطا,مانيوال,أبيض,ديزل,2025-04-06
Nissan,Sunny,535000,2018,120000,مدينتى,أتوماتيك,احمر,بنزين,2025-04-06
Lada,Granta,495000,2023,40000,مصر الجديدة,أتوماتيك,احمر,بنزين,2025-04-06
Renault,Duster,900000,2021,50000,المهندسين,أتوماتيك,أسود,بنزين,2025-04-06
Nissan,Sentra,610000,2019,180000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-06
Peugeot,301,675000,2022,85000,مدينة نصر,أتوماتيك,أبيض,بنزين,2025-04-06
Kia,Rio,620000,2013,180000,6 أكتوبر,أتوماتيك,بني,بنزين,2025-04-06
Renault,Megane,320000,2004,197000,المقطم,أتوماتيك,أخضر,بنزين,2025-04-06
Hyundai,Tucson,475000,2007,230000,القاهرة,أتوماتيك,أسود,بنزين,2025-04-06
Chevrolet,Cruze,450000,2010,227000,القاهرة,أتوماتيك,احمر,بنزين,2025-04-06
Peugeot,405,70000,2006,100000,القاهرة,مانيوال,فضي,بنزين,2025-04-06
BMW,X3,2675000,2019,107000,القاهرة,أتوماتيك,الأزرق الداكن,بنزين,2025-04-06
Seat,Arona,970000,2021,100000,القاهرة,أتوماتيك,احمر,بنزين,2025-04-06
Peugeot,301,850000,2018,2000,مصر الجديدة,أتوماتيك,ذهبي,بنزين,2025-04-06
Seat,Leon,1300000,2021,79000,القاهرة,أتوماتيك,احمر,بنزين,2025-04-06
MG,5,675000,2020,40000,6 أكتوبر,أتوماتيك,أسود,بنزين,2025-04-06
BMW,316,1150000,2015,250000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-06
Nissan,Sunny,460000,2009,185000,6 أكتوبر,أتوماتيك,احمر,بنزين,2025-04-06
Mercedes,GLC 200,3350000,2021,31000,القاهرة,أتوماتيك,فضي,بنزين,2025-04-06
Chevrolet,Optra,670000,2023,53000,التجمع - القاهرة الجديدة,أتوماتيك,أزرق,بنزين,2025-04-06
Chery,Arrizo 5,430000,2020,179000,العبور,مانيوال,فضي,بنزين,2025-04-06
Suzuki,Van,310000,2016,65000,المحلة,مانيوال,فضي,بنزين,2025-04-06
Chery,Tiggo 7,850000,2022,82000,القاهرة,أتوماتيك,احمر,بنزين,2025-04-06
MG,5,735000,2021,111000,التجمع - القاهرة الجديدة,أتوماتيك,أبيض,بنزين,2025-04-06
Toyota,Corolla,720000,2013,150000,العاشر من رمضان,أتوماتيك,أسود,بنزين,2025-04-06
Mercedes,C 180,2190000,2020,135000,6 أكتوبر,مانيوال,فضي,بنزين,2025-04-06
Chery,Arrizo 5,640000,2023,69000,القاهرة,أتوماتيك,أزرق,بنزين,2025-04-06
Mitsubishi,Lancer Puma,595000,2008,165000,المعادى,أتوماتيك,رمادي,بنزين,2025-04-06
Renault,Logan,470000,2016,141000,الأقصر,أتوماتيك,أبيض,بنزين,2025-04-06
Suzuki,Ertiga,750000,2017,110000,كفر الشيخ,أتوماتيك,سماوى,بنزين,2025-04-06
Renault,Logan,380000,2016,200000,الإسكندرية,مانيوال,برونزي,هجين,2025-04-06
Hyundai,Tucson Turbo,1780000,2022,38000,التجمع - القاهرة الجديدة,أتوماتيك,بترولي,بنزين,2025-03-21
Hyundai,Tucson GDI,1560000,2020,83000,التجمع - القاهرة الجديدة,أتوماتيك,الأزرق الداكن,بنزين,2025-03-21
Toyota,Fortuner,2900000,2021,140000,التجمع - القاهرة الجديدة,أتوماتيك,أسود,بنزين,2025-04-06
Fiat,Tipo,750000,2021,112000,الجيزة,أتوماتيك,أخضر,بنزين,2025-04-06
Honda,City,385000,2006,300000,العاشر من رمضان,أتوماتيك,ذهبي,بنزين,2025-04-06
Chevrolet,Spark,230000,2011,131000,القاهرة,مانيوال,احمر,بنزين,2025-04-06
Kia,Picanto,360000,2006,225000,شبرا,أتوماتيك,أسود,بنزين,2025-04-06
Hyundai,Tucson,1500000,2021,140000,إمبابة,أتوماتيك,أبيض,بنزين,2025-04-06
Hyundai,Matrix,470000,2010,130000,طنطا,مانيوال,سماوى,بنزين,2025-04-06
Porsche,Macan,6000000,2025,200,مصر الجديدة,أتوماتيك,أسود,بنزين,2025-04-06
